incident_id,year,month,department,incident_type,severity,shift,worker_experience,root_cause,days_lost,corrective_action_taken
INC-0504,2024,7,Open Pit Operations,Slip / Trip / Fall,Near Miss,Afternoon,<1 year,Environmental condition,0,Yes
INC-0505,2019,11,Open Pit Operations,Slip / Trip / Fall,Medical Treatment,Afternoon,1–3 years,Equipment failure,1,Yes
INC-0506,2024,11,Processing Plant,Slip / Trip / Fall,Near Miss,Day,3–5 years,Insufficient training,0,Partial
INC-0507,2019,4,Maintenance,Equipment Contact,Lost Time Injury,Day,5–10 years,Equipment failure,1,Yes
INC-0508,2021,2,Underground Mining,Manual Handling,First Aid,Day,>10 years,Human error,0,Partial
INC-0509,2022,5,Logistics & Transport,Struck by Object,Lost Time Injury,Night,3–5 years,Human error,1,Partial
INC-0510,2022,6,Maintenance,Electrical Incident,Near Miss,Day,<1 year,Fatigue,0,Yes
INC-0511,2019,10,Maintenance,Manual Handling,First Aid,Afternoon,>10 years,Insufficient training,0,No
INC-0512,2021,5,Processing Plant,Manual Handling,Medical Treatment,Day,3–5 years,Equipment failure,1,Partial
INC-0513,2021,3,Tailings Management,Electrical Incident,Near Miss,Night,>10 years,Environmental condition,0,Yes
INC-0514,2024,9,Underground Mining,Vehicle Collision,Near Miss,Night,5–10 years,Equipment failure,0,Yes
INC-0515,2024,11,Drilling & Blasting,Electrical Incident,Near Miss,Day,1–3 years,Inadequate procedure,0,Yes
INC-0516,2022,10,Processing Plant,Vehicle Collision,First Aid,Day,<1 year,Poor communication,0,Partial
INC-0517,2024,10,Open Pit Operations,Manual Handling,Medical Treatment,Day,3–5 years,Equipment failure,1,Yes
INC-0518,2024,1,Drilling & Blasting,Slip / Trip / Fall,Medical Treatment,Afternoon,<1 year,Human error,1,Partial
INC-0519,2021,10,Logistics & Transport,Near Miss,First Aid,Night,3–5 years,Inadequate supervision,0,Yes
INC-0520,2019,4,Electrical,Manual Handling,Medical Treatment,Night,1–3 years,Fatigue,1,No
INC-0521,2022,2,Underground Mining,Electrical Incident,Near Miss,Day,3–5 years,Insufficient training,0,Partial
INC-0522,2021,2,Processing Plant,Manual Handling,Medical Treatment,Night,<1 year,Equipment failure,1,No
INC-0523,2019,11,Drilling & Blasting,Equipment Contact,First Aid,Night,1–3 years,Fatigue,0,Partial
INC-0524,2024,6,Underground Mining,Struck by Object,First Aid,Afternoon,1–3 years,Fatigue,0,Partial
INC-0525,2024,2,Maintenance,Vehicle Collision,Near Miss,Afternoon,<1 year,Inadequate procedure,0,Yes
INC-0526,2022,1,Open Pit Operations,Chemical Exposure,First Aid,Day,5–10 years,Poor communication,0,Yes
INC-0527,2023,9,Maintenance,Slip / Trip / Fall,Near Miss,Day,>10 years,Equipment failure,0,Yes
INC-0528,2023,4,Open Pit Operations,Struck by Object,Lost Time Injury,Night,5–10 years,Poor communication,5,Yes
INC-0529,2024,2,Drilling & Blasting,Slip / Trip / Fall,First Aid,Day,1–3 years,Fatigue,0,Yes
INC-0530,2022,7,Open Pit Operations,Slip / Trip / Fall,First Aid,Day,3–5 years,Human error,0,Yes
INC-0531,2022,11,Drilling & Blasting,Slip / Trip / Fall,Medical Treatment,Night,1–3 years,Insufficient training,1,Yes
INC-0532,2020,3,Tailings Management,Equipment Contact,First Aid,Night,5–10 years,Equipment failure,0,Yes
INC-0533,2020,10,Drilling & Blasting,Equipment Contact,Near Miss,Night,3–5 years,Poor communication,0,Yes
INC-0534,2022,11,Tailings Management,Vehicle Collision,Medical Treatment,Day,1–3 years,Equipment failure,1,Partial
INC-0535,2020,9,Open Pit Operations,Struck by Object,Medical Treatment,Day,5–10 years,Fatigue,1,Yes
INC-0536,2019,6,Processing Plant,Slip / Trip / Fall,Lost Time Injury,Day,>10 years,Human error,6,Partial
INC-0537,2021,3,Logistics & Transport,Struck by Object,Near Miss,Afternoon,5–10 years,Environmental condition,0,No
INC-0538,2023,3,Open Pit Operations,Struck by Object,Lost Time Injury,Day,3–5 years,Human error,1,No
INC-0539,2021,4,Tailings Management,Slip / Trip / Fall,Near Miss,Day,5–10 years,Insufficient training,0,Yes
INC-0540,2024,12,Open Pit Operations,Manual Handling,Near Miss,Day,>10 years,Environmental condition,0,Partial
INC-0541,2023,5,Maintenance,Electrical Incident,Lost Time Injury,Day,1–3 years,Equipment failure,20,Yes
INC-0542,2023,9,Processing Plant,Struck by Object,First Aid,Day,1–3 years,Human error,0,Yes
INC-0543,2024,8,Open Pit Operations,Struck by Object,Near Miss,Day,5–10 years,Insufficient training,0,Yes
INC-0544,2019,1,Logistics & Transport,Slip / Trip / Fall,Medical Treatment,Night,<1 year,PPE non-compliance,1,Yes
INC-0545,2020,6,Processing Plant,Equipment Contact,First Aid,Afternoon,>10 years,Inadequate procedure,0,Yes
INC-0546,2024,7,Open Pit Operations,Slip / Trip / Fall,Near Miss,Day,3–5 years,Insufficient training,0,Yes
INC-0547,2024,3,Processing Plant,Manual Handling,First Aid,Day,3–5 years,Human error,0,Partial
INC-0548,2019,6,Drilling & Blasting,Struck by Object,First Aid,Afternoon,5–10 years,Insufficient training,0,Yes
INC-0549,2023,9,Underground Mining,Equipment Contact,Near Miss,Afternoon,3–5 years,Environmental condition,0,Partial
INC-0550,2019,9,Logistics & Transport,Electrical Incident,Medical Treatment,Day,1–3 years,Environmental condition,1,Yes
INC-0551,2019,11,Underground Mining,Manual Handling,Near Miss,Afternoon,5–10 years,Human error,0,Yes
INC-0552,2019,5,Maintenance,Struck by Object,First Aid,Day,>10 years,Insufficient training,0,No
INC-0553,2021,11,Drilling & Blasting,Slip / Trip / Fall,First Aid,Night,5–10 years,Poor communication,0,Yes
INC-0554,2021,4,Processing Plant,Struck by Object,Near Miss,Day,<1 year,Human error,0,Partial
INC-0555,2024,4,Open Pit Operations,Slip / Trip / Fall,First Aid,Afternoon,>10 years,Inadequate procedure,0,Partial
INC-0556,2022,11,Open Pit Operations,Struck by Object,Medical Treatment,Day,1–3 years,Environmental condition,1,Partial
INC-0557,2019,6,Underground Mining,Chemical Exposure,Near Miss,Day,1–3 years,Poor communication,0,Yes
INC-0558,2021,2,HSE / Supervision,Slip / Trip / Fall,Medical Treatment,Night,1–3 years,Equipment failure,1,Yes
INC-0559,2019,2,Electrical,Slip / Trip / Fall,First Aid,Day,1–3 years,Inadequate procedure,0,Yes
INC-0560,2019,12,Processing Plant,Slip / Trip / Fall,Lost Time Injury,Night,<1 year,Environmental condition,4,Yes
INC-0561,2022,5,Underground Mining,Electrical Incident,First Aid,Day,<1 year,Fatigue,0,No
INC-0562,2022,1,Electrical,Struck by Object,First Aid,Day,<1 year,Equipment failure,0,Partial
INC-0563,2020,7,Underground Mining,Vehicle Collision,Near Miss,Night,<1 year,Insufficient training,0,Partial
INC-0564,2021,10,Logistics & Transport,Manual Handling,First Aid,Day,1–3 years,Equipment failure,0,Yes
INC-0565,2019,7,Logistics & Transport,Near Miss,Lost Time Injury,Day,<1 year,Fatigue,15,Partial
INC-0566,2023,2,Open Pit Operations,Vehicle Collision,Near Miss,Day,<1 year,Insufficient training,0,No
INC-0567,2021,3,Underground Mining,Slip / Trip / Fall,Medical Treatment,Day,1–3 years,Inadequate procedure,1,Yes
INC-0568,2020,2,Processing Plant,Slip / Trip / Fall,Medical Treatment,Afternoon,3–5 years,Human error,1,Partial
INC-0569,2022,9,Processing Plant,Equipment Contact,Near Miss,Night,<1 year,Fatigue,0,Partial
INC-0570,2020,2,Maintenance,Near Miss,First Aid,Night,1–3 years,Insufficient training,0,No
INC-0571,2021,4,Logistics & Transport,Near Miss,Medical Treatment,Night,>10 years,Equipment failure,1,Partial
INC-0572,2019,6,Logistics & Transport,Slip / Trip / Fall,Near Miss,Day,3–5 years,Equipment failure,0,No
INC-0573,2023,5,Logistics & Transport,Struck by Object,Near Miss,Afternoon,>10 years,Inadequate procedure,0,Yes
INC-0574,2021,4,Open Pit Operations,Equipment Contact,Lost Time Injury,Day,1–3 years,Inadequate procedure,3,Partial
INC-0575,2024,4,Underground Mining,Vehicle Collision,First Aid,Night,1–3 years,Equipment failure,0,Partial
INC-0576,2021,5,Open Pit Operations,Slip / Trip / Fall,Near Miss,Afternoon,1–3 years,Poor communication,0,Yes
INC-0577,2020,9,Processing Plant,Struck by Object,Medical Treatment,Night,3–5 years,Equipment failure,1,Yes
INC-0578,2023,2,Underground Mining,Manual Handling,Near Miss,Afternoon,>10 years,Human error,0,Partial
INC-0579,2023,12,Maintenance,Near Miss,First Aid,Night,1–3 years,Human error,0,Yes
INC-0580,2024,3,Maintenance,Near Miss,Medical Treatment,Night,3–5 years,Inadequate procedure,1,Partial
INC-0581,2019,12,Logistics & Transport,Vehicle Collision,Near Miss,Day,<1 year,Inadequate procedure,0,Yes
INC-0582,2023,8,Underground Mining,Chemical Exposure,Near Miss,Day,1–3 years,Inadequate procedure,0,Partial
INC-0583,2024,10,Processing Plant,Manual Handling,Near Miss,Day,1–3 years,Poor communication,0,No
INC-0584,2021,7,Underground Mining,Slip / Trip / Fall,Lost Time Injury,Afternoon,5–10 years,Insufficient training,1,Yes
INC-0585,2022,10,Open Pit Operations,Manual Handling,Near Miss,Day,5–10 years,Equipment failure,0,Partial
INC-0586,2023,3,Processing Plant,Near Miss,Lost Time Injury,Night,3–5 years,Inadequate procedure,16,Partial
INC-0587,2020,5,Logistics & Transport,Slip / Trip / Fall,Medical Treatment,Day,<1 year,Human error,1,Partial
INC-0588,2024,1,Electrical,Vehicle Collision,First Aid,Afternoon,1–3 years,Equipment failure,0,Yes
INC-0589,2023,3,Open Pit Operations,Slip / Trip / Fall,First Aid,Day,1–3 years,Equipment failure,0,No
INC-0590,2024,3,Logistics & Transport,Manual Handling,Near Miss,Night,5–10 years,Insufficient training,0,Partial
INC-0591,2022,1,Underground Mining,Manual Handling,Near Miss,Afternoon,1–3 years,Human error,0,Partial
INC-0592,2022,12,Maintenance,Chemical Exposure,First Aid,Afternoon,1–3 years,Inadequate procedure,0,Yes
INC-0593,2020,5,Logistics & Transport,Equipment Contact,First Aid,Night,5–10 years,PPE non-compliance,0,Yes
INC-0594,2021,5,Processing Plant,Struck by Object,First Aid,Afternoon,1–3 years,PPE non-compliance,0,Partial
INC-0595,2023,8,Underground Mining,Slip / Trip / Fall,Near Miss,Afternoon,<1 year,Insufficient training,0,No
INC-0596,2024,12,Processing Plant,Manual Handling,Lost Time Injury,Night,1–3 years,Environmental condition,1,Partial
INC-0597,2020,2,Processing Plant,Electrical Incident,Fatality,Night,3–5 years,Equipment failure,0,Partial
INC-0598,2019,3,Logistics & Transport,Manual Handling,Medical Treatment,Day,1–3 years,Equipment failure,1,Yes
INC-0599,2019,4,Logistics & Transport,Struck by Object,Medical Treatment,Night,1–3 years,Human error,1,Yes
INC-0600,2022,5,Electrical,Struck by Object,Near Miss,Night,1–3 years,Inadequate supervision,0,Yes
INC-0601,2023,9,Underground Mining,Slip / Trip / Fall,First Aid,Day,>10 years,Insufficient training,0,Partial
INC-0602,2020,4,Processing Plant,Equipment Contact,First Aid,Day,1–3 years,Human error,0,Yes
INC-0603,2022,2,Underground Mining,Struck by Object,Lost Time Injury,Afternoon,<1 year,Environmental condition,1,Partial
INC-0604,2022,4,Drilling & Blasting,Struck by Object,Medical Treatment,Day,<1 year,Insufficient training,1,Partial
INC-0605,2024,5,Logistics & Transport,Slip / Trip / Fall,First Aid,Day,<1 year,Equipment failure,0,Yes
INC-0606,2020,7,Maintenance,Chemical Exposure,First Aid,Afternoon,3–5 years,Inadequate procedure,0,Partial
INC-0607,2019,8,Open Pit Operations,Chemical Exposure,First Aid,Day,5–10 years,Poor communication,0,Yes
INC-0608,2022,12,Electrical,Equipment Contact,First Aid,Day,5–10 years,Human error,0,No
INC-0609,2021,12,Open Pit Operations,Struck by Object,First Aid,Afternoon,3–5 years,Human error,0,Yes
INC-0610,2021,11,Tailings Management,Vehicle Collision,Medical Treatment,Day,1–3 years,Human error,1,No
INC-0611,2023,10,Underground Mining,Chemical Exposure,Near Miss,Afternoon,3–5 years,Inadequate procedure,0,Yes
INC-0612,2023,2,Maintenance,Equipment Contact,First Aid,Day,3–5 years,Human error,0,Yes
INC-0613,2019,9,Logistics & Transport,Manual Handling,First Aid,Day,1–3 years,Human error,0,Yes
INC-0614,2022,11,Open Pit Operations,Slip / Trip / Fall,Lost Time Injury,Afternoon,<1 year,Human error,12,Partial
INC-0615,2023,7,Logistics & Transport,Slip / Trip / Fall,Near Miss,Afternoon,3–5 years,Human error,0,Partial
INC-0616,2024,9,Underground Mining,Slip / Trip / Fall,Fatality,Afternoon,1–3 years,Equipment failure,0,Partial
INC-0617,2019,5,Maintenance,Fire / Explosion,Medical Treatment,Afternoon,1–3 years,Fatigue,1,No
INC-0618,2023,11,Processing Plant,Equipment Contact,Near Miss,Afternoon,>10 years,Insufficient training,0,Yes
INC-0619,2019,4,Underground Mining,Equipment Contact,Near Miss,Day,>10 years,PPE non-compliance,0,Yes
INC-0620,2023,6,Open Pit Operations,Manual Handling,Near Miss,Day,3–5 years,Insufficient training,0,Yes
INC-0621,2022,10,Tailings Management,Equipment Contact,Near Miss,Day,5–10 years,Human error,0,Yes
INC-0622,2024,6,HSE / Supervision,Struck by Object,Lost Time Injury,Day,1–3 years,Human error,1,Partial
INC-0623,2023,12,Tailings Management,Manual Handling,First Aid,Day,<1 year,Human error,0,Yes
INC-0624,2019,7,Underground Mining,Manual Handling,First Aid,Afternoon,5–10 years,Inadequate procedure,0,Yes
INC-0625,2023,4,Tailings Management,Equipment Contact,Medical Treatment,Night,5–10 years,Insufficient training,1,Yes
INC-0626,2020,9,Open Pit Operations,Struck by Object,Medical Treatment,Night,<1 year,PPE non-compliance,1,Yes
INC-0627,2024,3,Tailings Management,Slip / Trip / Fall,Medical Treatment,Night,1–3 years,Insufficient training,1,Yes
INC-0628,2019,11,Electrical,Near Miss,First Aid,Day,3–5 years,Environmental condition,0,Yes
INC-0629,2021,8,Underground Mining,Struck by Object,First Aid,Day,1–3 years,Human error,0,Yes
INC-0630,2023,8,Logistics & Transport,Vehicle Collision,Near Miss,Day,3–5 years,Insufficient training,0,No
INC-0631,2020,8,Open Pit Operations,Equipment Contact,Near Miss,Day,>10 years,Fatigue,0,No
INC-0632,2023,10,Open Pit Operations,Chemical Exposure,Near Miss,Night,>10 years,Insufficient training,0,No
INC-0633,2023,3,Tailings Management,Near Miss,Near Miss,Night,3–5 years,Inadequate supervision,0,Yes
INC-0634,2023,3,Open Pit Operations,Manual Handling,Lost Time Injury,Afternoon,1–3 years,Poor communication,1,No
INC-0635,2024,7,Open Pit Operations,Manual Handling,First Aid,Afternoon,5–10 years,Inadequate procedure,0,Yes
INC-0636,2021,9,Drilling & Blasting,Slip / Trip / Fall,Lost Time Injury,Day,>10 years,Human error,3,Partial
INC-0637,2020,1,Underground Mining,Slip / Trip / Fall,Lost Time Injury,Day,1–3 years,Insufficient training,1,Yes
INC-0638,2020,7,Open Pit Operations,Vehicle Collision,Near Miss,Night,<1 year,Insufficient training,0,Yes
INC-0639,2021,12,Processing Plant,Slip / Trip / Fall,Lost Time Injury,Day,3–5 years,Equipment failure,6,Partial
INC-0640,2019,11,Processing Plant,Slip / Trip / Fall,Medical Treatment,Afternoon,1–3 years,Equipment failure,1,Yes
INC-0641,2023,9,Maintenance,Vehicle Collision,First Aid,Day,>10 years,Equipment failure,0,Partial
INC-0642,2019,6,Electrical,Slip / Trip / Fall,Medical Treatment,Afternoon,<1 year,Insufficient training,1,Yes
INC-0643,2019,2,Logistics & Transport,Vehicle Collision,Near Miss,Afternoon,<1 year,Environmental condition,0,No
INC-0644,2024,9,Maintenance,Equipment Contact,Lost Time Injury,Afternoon,>10 years,Inadequate supervision,5,Partial
INC-0645,2023,9,Electrical,Struck by Object,Near Miss,Afternoon,1–3 years,Inadequate procedure,0,No
INC-0646,2020,7,Open Pit Operations,Fire / Explosion,Near Miss,Afternoon,5–10 years,Equipment failure,0,Yes
INC-0647,2021,10,Open Pit Operations,Struck by Object,Near Miss,Night,5–10 years,Human error,0,No
INC-0648,2024,6,Underground Mining,Slip / Trip / Fall,Medical Treatment,Day,5–10 years,Inadequate procedure,1,No
INC-0649,2023,1,Logistics & Transport,Manual Handling,Medical Treatment,Night,1–3 years,Poor communication,1,Partial
INC-0650,2020,9,Logistics & Transport,Struck by Object,First Aid,Afternoon,5–10 years,Fatigue,0,No
INC-0651,2022,6,Open Pit Operations,Slip / Trip / Fall,Lost Time Injury,Night,1–3 years,Fatigue,21,Yes
INC-0652,2024,11,Underground Mining,Slip / Trip / Fall,Near Miss,Day,<1 year,Inadequate procedure,0,Yes
INC-0653,2019,1,Processing Plant,Equipment Contact,First Aid,Night,<1 year,PPE non-compliance,0,Yes
INC-0654,2024,3,Open Pit Operations,Fire / Explosion,Medical Treatment,Day,<1 year,Insufficient training,1,Yes
INC-0655,2022,7,HSE / Supervision,Equipment Contact,Fatality,Day,5–10 years,Inadequate supervision,0,Partial
INC-0656,2020,10,Underground Mining,Struck by Object,Lost Time Injury,Day,5–10 years,Human error,6,Yes
INC-0657,2023,11,Electrical,Slip / Trip / Fall,Medical Treatment,Day,5–10 years,Equipment failure,1,Partial
INC-0658,2019,4,Processing Plant,Struck by Object,Lost Time Injury,Night,5–10 years,PPE non-compliance,31,No
INC-0659,2021,8,HSE / Supervision,Manual Handling,Medical Treatment,Afternoon,3–5 years,Equipment failure,1,Yes
INC-0660,2022,7,Open Pit Operations,Near Miss,Near Miss,Day,1–3 years,Human error,0,No
INC-0661,2020,1,Open Pit Operations,Slip / Trip / Fall,First Aid,Day,<1 year,Insufficient training,0,Yes
INC-0662,2024,8,Electrical,Vehicle Collision,First Aid,Night,1–3 years,Inadequate supervision,0,Yes
INC-0663,2023,9,Underground Mining,Manual Handling,First Aid,Afternoon,<1 year,Fatigue,0,Yes
INC-0664,2020,5,Processing Plant,Struck by Object,Medical Treatment,Day,>10 years,Environmental condition,1,No
INC-0665,2020,8,Processing Plant,Equipment Contact,First Aid,Day,5–10 years,Equipment failure,0,Yes
INC-0666,2019,3,Drilling & Blasting,Equipment Contact,Medical Treatment,Afternoon,5–10 years,Insufficient training,1,Yes
INC-0667,2022,9,Underground Mining,Slip / Trip / Fall,Lost Time Injury,Day,<1 year,Insufficient training,3,No
INC-0668,2020,2,Tailings Management,Vehicle Collision,Medical Treatment,Afternoon,1–3 years,Poor communication,1,No
INC-0669,2022,3,Underground Mining,Slip / Trip / Fall,Near Miss,Day,1–3 years,Insufficient training,0,Yes
INC-0670,2024,1,Open Pit Operations,Manual Handling,Near Miss,Day,<1 year,Fatigue,0,Yes
INC-0671,2024,6,Open Pit Operations,Slip / Trip / Fall,Lost Time Injury,Afternoon,1–3 years,Inadequate procedure,9,No
INC-0672,2019,10,Underground Mining,Electrical Incident,Near Miss,Day,5–10 years,Human error,0,Yes
INC-0673,2021,10,Electrical,Manual Handling,Lost Time Injury,Day,>10 years,Inadequate procedure,4,Yes
INC-0674,2021,5,Processing Plant,Vehicle Collision,Lost Time Injury,Day,1–3 years,Insufficient training,2,No
INC-0675,2021,4,Processing Plant,Chemical Exposure,First Aid,Night,<1 year,Inadequate supervision,0,No
INC-0676,2021,2,Maintenance,Fire / Explosion,Medical Treatment,Day,3–5 years,Environmental condition,1,Yes
INC-0677,2022,5,Drilling & Blasting,Electrical Incident,First Aid,Day,5–10 years,Inadequate procedure,0,Yes
INC-0678,2023,1,Maintenance,Slip / Trip / Fall,First Aid,Night,3–5 years,Inadequate supervision,0,Yes
INC-0679,2021,4,Tailings Management,Manual Handling,Lost Time Injury,Night,1–3 years,Inadequate procedure,3,Yes
INC-0680,2021,10,Maintenance,Slip / Trip / Fall,First Aid,Night,>10 years,Fatigue,0,Yes
INC-0681,2021,9,Tailings Management,Fire / Explosion,First Aid,Day,3–5 years,Environmental condition,0,No
INC-0682,2020,2,Logistics & Transport,Manual Handling,Near Miss,Night,<1 year,Poor communication,0,Yes
INC-0683,2023,3,Processing Plant,Slip / Trip / Fall,First Aid,Afternoon,3–5 years,Inadequate procedure,0,Yes
INC-0684,2021,1,Tailings Management,Struck by Object,Near Miss,Day,5–10 years,Human error,0,Yes
INC-0685,2024,6,Underground Mining,Electrical Incident,First Aid,Day,5–10 years,Inadequate procedure,0,Yes
INC-0686,2024,8,Tailings Management,Slip / Trip / Fall,First Aid,Afternoon,<1 year,Insufficient training,0,Yes
INC-0687,2020,6,Processing Plant,Slip / Trip / Fall,First Aid,Night,5–10 years,Human error,0,Partial
INC-0688,2020,11,Processing Plant,Equipment Contact,First Aid,Afternoon,<1 year,Inadequate supervision,0,Partial
INC-0689,2023,3,Processing Plant,Struck by Object,First Aid,Afternoon,>10 years,Insufficient training,0,Partial
INC-0690,2022,10,Processing Plant,Struck by Object,Medical Treatment,Day,1–3 years,Environmental condition,1,No
INC-0691,2019,2,Logistics & Transport,Equipment Contact,Medical Treatment,Day,1–3 years,Equipment failure,1,Yes
INC-0692,2023,8,Underground Mining,Manual Handling,First Aid,Day,5–10 years,Poor communication,0,No
INC-0693,2021,7,Processing Plant,Slip / Trip / Fall,Lost Time Injury,Night,3–5 years,PPE non-compliance,4,No
INC-0694,2023,5,Underground Mining,Manual Handling,Near Miss,Afternoon,3–5 years,Inadequate supervision,0,Partial
INC-0695,2023,7,Electrical,Equipment Contact,Medical Treatment,Day,3–5 years,Human error,1,Partial
INC-0696,2024,11,Processing Plant,Slip / Trip / Fall,First Aid,Day,>10 years,Environmental condition,0,Partial
INC-0697,2023,12,Open Pit Operations,Electrical Incident,Lost Time Injury,Day,1–3 years,Poor communication,3,Partial
INC-0698,2024,4,Underground Mining,Near Miss,Near Miss,Night,3–5 years,Human error,0,Partial
INC-0699,2021,8,Maintenance,Vehicle Collision,First Aid,Day,3–5 years,Insufficient training,0,Partial
INC-0700,2021,3,Electrical,Struck by Object,Near Miss,Night,1–3 years,Inadequate supervision,0,Yes
INC-0701,2019,7,Underground Mining,Equipment Contact,Medical Treatment,Afternoon,<1 year,Insufficient training,1,Yes
INC-0702,2024,3,Maintenance,Vehicle Collision,Near Miss,Night,>10 years,Human error,0,Partial
INC-0703,2020,7,Tailings Management,Electrical Incident,Near Miss,Afternoon,<1 year,Inadequate procedure,0,Yes
INC-0704,2022,6,Open Pit Operations,Manual Handling,Near Miss,Day,<1 year,Poor communication,0,Yes
INC-0705,2022,3,Open Pit Operations,Slip / Trip / Fall,Fatality,Day,<1 year,Insufficient training,0,No
INC-0706,2024,5,Underground Mining,Equipment Contact,First Aid,Day,1–3 years,Human error,0,Yes
INC-0707,2021,8,Underground Mining,Struck by Object,First Aid,Afternoon,1–3 years,Inadequate procedure,0,No
INC-0708,2020,4,Processing Plant,Manual Handling,Lost Time Injury,Day,1–3 years,Poor communication,11,Partial
INC-0709,2021,4,Electrical,Vehicle Collision,First Aid,Night,>10 years,Human error,0,Yes
INC-0710,2019,8,Maintenance,Chemical Exposure,Medical Treatment,Afternoon,3–5 years,Human error,1,Partial
INC-0711,2021,12,Open Pit Operations,Vehicle Collision,First Aid,Day,3–5 years,Inadequate procedure,0,No
INC-0712,2023,7,Open Pit Operations,Vehicle Collision,Lost Time Injury,Night,1–3 years,Inadequate procedure,27,No
INC-0713,2019,11,Tailings Management,Near Miss,Near Miss,Night,3–5 years,Inadequate procedure,0,Yes
INC-0714,2024,1,Processing Plant,Equipment Contact,Medical Treatment,Night,3–5 years,Equipment failure,1,Yes
INC-0715,2022,1,Drilling & Blasting,Vehicle Collision,First Aid,Night,<1 year,Fatigue,0,No
INC-0716,2021,8,Tailings Management,Struck by Object,Near Miss,Day,5–10 years,Insufficient training,0,Partial
INC-0717,2024,3,Open Pit Operations,Equipment Contact,First Aid,Day,<1 year,Insufficient training,0,Yes
INC-0718,2019,12,Processing Plant,Equipment Contact,Near Miss,Afternoon,3–5 years,Inadequate procedure,0,No
INC-0719,2021,7,Electrical,Struck by Object,Near Miss,Afternoon,<1 year,Inadequate procedure,0,No
INC-0720,2024,1,Underground Mining,Struck by Object,Near Miss,Afternoon,3–5 years,Environmental condition,0,Yes
INC-0721,2020,1,HSE / Supervision,Slip / Trip / Fall,Medical Treatment,Day,1–3 years,Poor communication,1,Partial
INC-0722,2023,10,Open Pit Operations,Manual Handling,Lost Time Injury,Day,>10 years,Equipment failure,2,Yes
INC-0723,2019,5,Drilling & Blasting,Slip / Trip / Fall,Near Miss,Afternoon,<1 year,Poor communication,0,Yes
INC-0724,2022,12,Drilling & Blasting,Equipment Contact,Lost Time Injury,Day,>10 years,Human error,22,Yes
INC-0725,2023,10,Tailings Management,Slip / Trip / Fall,First Aid,Night,<1 year,Equipment failure,0,No
INC-0726,2020,8,Electrical,Struck by Object,First Aid,Night,1–3 years,Equipment failure,0,Yes
INC-0727,2021,9,Underground Mining,Manual Handling,Near Miss,Day,<1 year,Inadequate supervision,0,Yes
INC-0728,2022,1,Maintenance,Struck by Object,Near Miss,Night,3–5 years,Environmental condition,0,No
INC-0729,2022,3,Logistics & Transport,Struck by Object,Near Miss,Night,3–5 years,Inadequate procedure,0,Yes
INC-0730,2020,2,Underground Mining,Struck by Object,First Aid,Day,3–5 years,PPE non-compliance,0,Partial
INC-0731,2021,5,Underground Mining,Struck by Object,First Aid,Day,1–3 years,Fatigue,0,Yes
INC-0732,2024,6,Logistics & Transport,Slip / Trip / Fall,Near Miss,Night,1–3 years,Human error,0,Yes
INC-0733,2021,10,Tailings Management,Slip / Trip / Fall,Lost Time Injury,Day,>10 years,Equipment failure,2,Yes
INC-0734,2023,10,Drilling & Blasting,Struck by Object,Near Miss,Afternoon,3–5 years,Insufficient training,0,No
INC-0735,2020,2,Maintenance,Struck by Object,Near Miss,Day,1–3 years,Inadequate procedure,0,Yes
INC-0736,2022,1,Underground Mining,Slip / Trip / Fall,Medical Treatment,Afternoon,<1 year,Insufficient training,1,Yes
INC-0737,2022,6,HSE / Supervision,Struck by Object,Medical Treatment,Night,>10 years,Human error,1,Yes
INC-0738,2022,11,Open Pit Operations,Slip / Trip / Fall,Medical Treatment,Day,1–3 years,Environmental condition,1,Yes
INC-0739,2023,1,Processing Plant,Near Miss,Medical Treatment,Afternoon,5–10 years,PPE non-compliance,1,Yes
INC-0740,2023,7,Open Pit Operations,Manual Handling,Near Miss,Day,5–10 years,Human error,0,Yes
INC-0741,2023,11,Maintenance,Vehicle Collision,Near Miss,Day,5–10 years,Environmental condition,0,Partial
INC-0742,2023,7,Underground Mining,Fire / Explosion,Medical Treatment,Night,>10 years,Equipment failure,1,Yes
INC-0743,2024,6,Open Pit Operations,Chemical Exposure,Lost Time Injury,Afternoon,5–10 years,Poor communication,3,No
INC-0744,2021,12,Open Pit Operations,Equipment Contact,First Aid,Afternoon,5–10 years,Equipment failure,0,Yes
INC-0745,2024,7,Open Pit Operations,Slip / Trip / Fall,Near Miss,Day,<1 year,Inadequate supervision,0,Partial
INC-0746,2022,11,Processing Plant,Equipment Contact,First Aid,Day,5–10 years,Insufficient training,0,Partial
INC-0747,2020,2,Open Pit Operations,Struck by Object,First Aid,Afternoon,3–5 years,Insufficient training,0,Partial
INC-0748,2020,12,Underground Mining,Electrical Incident,First Aid,Day,1–3 years,Equipment failure,0,Yes
INC-0749,2023,9,Tailings Management,Manual Handling,Near Miss,Day,<1 year,Human error,0,Yes
INC-0750,2023,10,Drilling & Blasting,Slip / Trip / Fall,Near Miss,Afternoon,5–10 years,Inadequate procedure,0,Yes
INC-0751,2019,6,Maintenance,Slip / Trip / Fall,Medical Treatment,Day,3–5 years,Inadequate procedure,1,Yes
INC-0752,2022,10,Underground Mining,Electrical Incident,First Aid,Night,5–10 years,Human error,0,Yes
INC-0753,2019,8,Open Pit Operations,Equipment Contact,Near Miss,Night,3–5 years,Insufficient training,0,Yes
